project_id,submitter_id,project_id,associate_experiment,copy_numbers_identified,data_description,experimental_description,experimental_intent,indels_identified,marker_panel_description,number_experimental_group,number_samples_per_experimental_group,somatic_mutations_identified,type_of_data,type_of_sample,type_of_specimen,type
"{'id': 588, 'name': 'Reference Datasets'}",asthma 		permission required 	https://www.nature.com/articles/s41591-019-0468-5																			,Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","Deprez	https://www.ebi.ac.uk/ega/search/site/EGAS00001004082		10	35	77,969	airways		need to download	https://www.atsjournals.org/doi/abs/10.1164/rccm.201911-2199OC			

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115																",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}",Peng	GSE102592	hg19		2	20173	distal vs. proximal human lung 																						,Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","Kotton	GSE103918			1	1456	human PSC 																						

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","8	8	41778	donor lung (n=8) vs. IPF/ILD (n=8) 			https://www.atsjournals.org/doi/abs/10.1164/rccm.201712-2410OC																			

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","hg19	3			tumor vs. uninvolved lung (n=2)	dropseq 																					

----

[1] https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","	GRCh38	6	8	22898	normal lung (n= 4) 	10X 		https://erj.ersjournals.com/content/54/2/1802441.long		
																	
---- 

[1] https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","GRCh38	4			normal lung (n=4) vs. Ssc-ILD (n=4) 	10X

----

[1] https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","	hg19	4			rejected donor lungs (n=4, mostly former smokers)	dropseq 	check genome build	https://www.nature.com/articles/s41591-019-0468-5																			

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","Sheppard 	GSE132771		3	3		normal (n=3), fibrosis (n=3), SSc(n=2) 		downloaded	https://www.ncbi.nlm.nih.gov/pubmed/32317643	/proj/rerefs/reref00/rna/whole/singlecell_lung/GSE132771/GSE132771/																		

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","Niklason	GSE133747		14	14		mouse, pig, rat, human 		downloaded	https://www.ncbi.nlm.nih.gov/pubmed/31840053	/proj/rerefs/reref00/rna/whole/singlecell_lung/GSE133747/GSE133747/	

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115																	",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","		15	15	36248	trachea (smokers and nonsmokers)		downloaded	https://www.biorxiv.org/content/10.1101/612747v1	/proj/rerefs/reref00/rna/whole/singlecell_lung/GSE134174/GSE134174/	

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115																	",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","GRCh38	10	10	31644	normal lung (n=10) vs. IPF (n=20) 	10X 	downloaded 	https://www.biorxiv.org/content/10.1101/753806v1	

----

[1] https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115																		",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","Naftali Kaminski	GSE136831		28	38	95303	normal vs. IPF vs. COPD 		downloaded		/proj/rerefs/reref00/rna/whole/singlecell_lung/GSE136831/																		

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}",https://preview.data.humancellatlas.org/,Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","Human Lung Cell Atlas v1	https://beta.fastgenomics.org/p/hlca	CRCh38	107		584000	healthy and diseased lung tissue	Various	downloaded	https://www.biorxiv.org/content/10.1101/2022.03.10.483747v1.	/proj/rerefs/reref00/rna/whole/singlecell_lung/HLCA_v1/																		

----

[1] https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","Krasnow	https://www.synapse.org/#!Synapse:syn21041850/files/		3	5	60993			need to download																				

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","Linnarsson	unpublished 		4	6	4932		

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115																					",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}",Meyer_b	unpublished 		5	45	117535																							,Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","Misharin	unpublished		1	3	18753		

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115																					",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}",Meyer_a	PRJEB31843 		5	5	56711			downloaded(in NCBI Bioproject)	https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x																			,Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}",Rawlins	unpublished		24	24	53409																							,Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}",Regev	unpublished		3	3	43527																							,Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","!Regev_Rajagopal! !!	https://singlecell.broadinstitute.org/single_cell/study/SCP876/hca-lungmap-covid-19-smokers-lung?scpbr=hca-covid-19-integrated-analysis							need to download (sign in to single cell portal) 	

----																			

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","Schultze	unpublished		6	6	22641	

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115																						",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","Schultze_Falk	unpublished		1	1	1965																							

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","Teichmann	EGAS00001002649					deceased donors 			https://www.nature.com/articles/s41591-019-0468-5																			

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","Whitsett_Xu_10X	https://lungmap.net/		6	6	34185	pedatric and adult lung 		need to download																				

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","Whitsett_Xu_dropSeq	unpublished 		2	2	3267																							

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","Xavier	unpublished 		3	5	25726

----

https://docs.google.com/spreadsheets/d/1xZvlZswnVFoFtzxuEGfXgZYfPJMgRqznwl8ZAAA-4ik/edit#gid=346317115",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","http://www.phpc.cam.ac.uk/ceu/proteins/

*SomaLogic plasma protein GWAS summary statistics*

In 2018, a team at CEU led by Ben Sun and Adam Butterworth published a paper in Nature describing a genomewide association study in 3301 participants from the INTERVAL study in whom a SomaLogic aptamer-based plasma protein assay had been run, measuring ~3600 proteins (see Sun et al., Nature, 2018). In total, we identified 1,927 associations (“pQTLs”) with 1,478 proteins, greatly enhancing our understanding of the genetic determinants of human plasma protein levels.

In addition to making the individual-level genetic and proteomic data available on request via the European Genome-Phenome Archive (https://ega-archive.org/studies/EGAS00001002555), we are also making publically available the full genetic association summary statistics.

 

Files can be downloaded from Box.com: https://app.box.com/s/u3flbp13zjydegrxjb2uepagp1vb6bj2

Users can either download files from the website directly, or alternatively connect to the site using rclone or lftp. For instructions on how to use rclone or LFTP, please contact Adam Butterworth (asb38@medschl.cam.ac.uk).


There are 3,283 folders on the site, one for each of the 3,283 SOMAmers used to assay the 2,995 proteins that passed quality control in the analyses. Each folder, which is named according to the ID of the SOMAmer, contains 22 gzipped text files, one for each autosomal chromosome analysed. (The same set of variants was analysed for each of the 3,283 SOMAmers).

Within each results file, the columns are in the order:

VARIANT_ID chromosome position Allele1 Allele2 Effect StdErr log(P)

where the columns include:

VARIANT_ID = VARIANT_ID in the format <chromosome>_<position>_<index>
chromosome and position in build37.
Effect size with respect to Allele1 (the effect allele).
StdErr = Standard Error of effect size
log(P) = log10(p-value)

 

The Box.com site also contains a .csv file that lists the SOMAmer ID, target protein, full name of the target protein, and Uniprot ID for the 3,283 SOMAmers.",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}",,Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","The eQTL Catalogue aims to provide uniformly processed gene expression and splicing QTLs from all available public studies on human.

----

* https://chanrt.bwh.harvard.edu/Ticket/Display.html?id=63413
* https://www.ebi.ac.uk/eqtl/

<pre>
be reref00
cd 
cd EBI
mkdir eQTLCatalogue
cd eQTLCatalogue
rsync -avz rejpz@nantucket:/d/tmp/reahs/eqtl.catalog/* ./
</pre>",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","Downloaded release_29 (the one Daniel wanted) and release_38 (most recent)
----

https://mail.google.com/mail/u/0/?zx=ph3b5n6b0n20#search/GENCODE/FMfcgzGkXSfqZXDtqbVjXLcRTNpCPvbX?compose=FZxzwjpcRlBKlnfRNSbFDHLdPmBLPbBSfWgNbvjBLCrQMvqPzLMvhzcVrhzNqBNrKNljmlLmHhjbmgQVSjbJhnjjZZltfcDCZkrHjGPPRLdGkzmxHsjLtBsntjfqSBtkPZvGCVBVHZJljRjbWdlzvTMsvCGTzVCgdKwzL

http://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/
",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}",,Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","The Library of Integrated Cellular Signatures (LINCS) is an NIH program which funds the generation of perturbational profiles across multiple cell and perturbation types, as well as read-outs, at a massive scale. The LINCS Center for Transcriptomics at the Broad Institute uses the L1000 high-throughput gene-expression assay to build a Connectivity Map which seeks to enable the discovery of functional connections between drugs, genes and diseases through analysis of patterns induced by common gene-expression changes. These files represent L1000 data generated during the LINCS Pilot Phase (2012-2015), as well as profiles generated for more specific purposes, such as assay development and validation projects or testing custom compounds or non-standard cell lines (not part of the core LINCS cell lines). Note: Related GEO projects include (a) Additional L1000 and RNA-Seq data used to validate the assay and improve the inference model, available at GSE92743 (b) The LINCS “production phase” (also termed Phase II, 2015-2020) which is generating an additional cohort of L1000 data, available at GSE70138.

* Downloaded from https://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92742/suppl/
* https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92742
* https://docs.google.com/document/d/1q2gciWRhVCAAnlvF2iRLuJ7whrGP6QjpsCMq1yWz7dU/edit#
* https://clue.io/GEO-guide",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","* HLCA_v1 downloaded from CellxGENE using curl/7.82.0 on Nantucket from https://cellxgene.cziscience.com/collections/6f6d381a-7701-4781-935c-db10d30de293
* ""Theis BioRxiv HLCA 2022.pdf"" was downloaded from https://www.biorxiv.org/content/10.1101/2022.03.10.483747v1.full.pdf
* ""Marker_genes.csv"" was downloaded from https://beta.fastgenomics.org/p/hlca
* ""HLCA_emb_and_metadata.h5ad"" was from https://beta.fastgenomics.org/p/hlca
",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","http://software.broadinstitute.org/gsea/msigdb/

The Molecular Signatures Database (MSigDB) is a collection of annotated gene sets for use with GSEA software.

GSEA and MSigDB are available for use under these license terms:

MSigDB v6.0 and above are available under a Creative Commons style license, plus additional terms for some gene sets. The full license terms are available here.

<pre>
bce8fceb7baa77a3cbcc8271dc4cf653  c2.all.v6.1.symbols.gmt
250c80d68b0cfd948d0cb5a0d4ba6f63  c2.cp.kegg.v6.1.symbols.gmt
90cd94d3e4c6fef9622b66cd75429e09  c2.cp.reactome.v6.1.symbols.gmt
d766bfe043e7a64cbee121bf55af365e  c3.all.v6.1.symbols.gmt
88fc7a2bceed90700201f1bcad5787cb  c5.all.v6.1.symbols.gmt
e3fbd10c29a99e9d948aeb8b039e1fcf  c7.all.v6.1.symbols.gmt
04bdb4176df51a0730186a8784a733bb  h.all.v6.1.symbols.gmt
da2fefc5fe44ec565388b27098b99f08  msigdb.v6.1.symbols.gmt
</pre>",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","SLDP regression is a method for looking for a directional effect of a signed functional annotation on a heritable trait using GWAS summary statistics. This repository contains code for the SLDP regression method as well as tools required for preprocessing data for use with SLDP regression.

* https://github.com/yakirr/sldp
* https://data.broadinstitute.org/alkesgroup/SLDP/
",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","*Overview*

The ability to manipulate the mouse genome, together with the wealth of disease models, inbred strains and genomic resources, makes the mouse the premier model organism for genetic approaches to mammalian biology. Over a century of mouse genetics has provided scores of inbred strains, spontaneous and engineered mutations, making the mouse unsurpassed as a model system for investigating human disease. Access to complete sequence of multiple inbred strains will add to these resources and will become a permanent foundation for a systems biology approach to phenotypic variation in the mouse.

The Mouse Genomes Project uses next generation sequencing technologies to sequence the genomes of key laboratory mouse strains. The project consists of two arms:

* Short-read sequencing of many laboratory mouse strains and identification of sequence variation (SNPs, short insertions and deletions, and larger structural variations) relative to the C57BL/6J mouse reference genome.
* De novo genome assembly and strain specific gene annotation of the most highly used strains.

*Sequence variation*

We and our collaborators have used short-read sequencing to identify SNPs, indels, and structural variations relative to the C57BL/6J mouse reference genome. The strains that have been sequenced and are in our variation catalog are:

* 129P2/OlaHsd
* 129S1/SvImJ
* 129S5SvEvBrd
* A/J
* AKR/J
* BALB/cJ
* BTBR
* BUB/BnJ
* C3H/HeH
* C3H/HeJ
* C57BL/10J
* C57BL/6NJ
* C57BR/cdJ
* C57L/J
* C58/J
* CAST/EiJ
* CBA/J
* DBA/1J
* DBA/2J
* FVB/NJ
* I/LnJ
* KK/HiJ
* LEWES/EiJ
* LP/J
* MOLF/EiJ
* NOD/ShiLtJ
* NZB/B1NJ
* NZO/HlLtJ
* NZW/LacJ
* PWK/PhJ
* RF/J
* SEA/GnJ
* SPRET/EiJ
* ST/bJ
* WSB/EiJ
* ZALENDE/EiJ",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","John,

I would like to have the smoking and drinking behavior GWAS summary statistics (all 5 phenotypes and the readme) from here: https://conservancy.umn.edu/handle/11299/201564 downloaded to an appropriate reference dataset directory.

Thanks,
Brian",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","*Md5Sums*:

<pre>
1cb9ac35360f4e1043c37fb34933ad66  ./GRCh38.p7/VCF/All_20180418.vcf.gz
84a8f57e49c4fd00b4605a71ec625cb8  ./GRCh38.p7/VCF/All_20180418_chr10.vcf.gz
d5e970ac45377d283e31854139535df6  ./GRCh38.p7/VCF/All_20180418_chr11.vcf.gz
4e1d1b820b4da97b4c4c196598bd5508  ./GRCh38.p7/VCF/All_20180418_chr12.vcf.gz
0554aa616ba8e3087f3fb2fcf4d33a94  ./GRCh38.p7/VCF/All_20180418_chr13.vcf.gz
84793a548d6c293fd4a164a5e619156a  ./GRCh38.p7/VCF/All_20180418_chr14.vcf.gz
2286ecc65df0a744ab52d342356bfcf4  ./GRCh38.p7/VCF/All_20180418_chr15.vcf.gz
0bf6972477aa21bf28662d91bddd2f22  ./GRCh38.p7/VCF/All_20180418_chr16.vcf.gz
06027d7e02db07ab8c5f9e1a669279d2  ./GRCh38.p7/VCF/All_20180418_chr17.vcf.gz
85fa04c35252b0c9111b5521a8cee1e4  ./GRCh38.p7/VCF/All_20180418_chr18.vcf.gz
9661114407a0fa4247b856c067f5188a  ./GRCh38.p7/VCF/All_20180418_chr19.vcf.gz
85b21c861334b8b48a8bc05de28bd30f  ./GRCh38.p7/VCF/All_20180418_chr1.vcf.gz
0730458700b50b111a757a8654859fa7  ./GRCh38.p7/VCF/All_20180418_chr20.vcf.gz
b2939b0580ac402be185ae867e82cf7f  ./GRCh38.p7/VCF/All_20180418_chr21.vcf.gz
b96bcb45c1a0dcc5159dc19bfaab7daa  ./GRCh38.p7/VCF/All_20180418_chr22.vcf.gz
05ab788b9eb7468bc1ec59a9491f0d99  ./GRCh38.p7/VCF/All_20180418_chr2.vcf.gz
8195e4aa04afc8e9479a4a9c08580ec5  ./GRCh38.p7/VCF/All_20180418_chr3.vcf.gz
49e1ed6e2689c062f2cd87fb1dbc7833  ./GRCh38.p7/VCF/All_20180418_chr4.vcf.gz
1ef1c514c6824383cff476a8e01b26af  ./GRCh38.p7/VCF/All_20180418_chr5.vcf.gz
00e97383201978138cc0078e06ef79d8  ./GRCh38.p7/VCF/All_20180418_chr6.vcf.gz
4ab3f3183a2b50884df96625b562d596  ./GRCh38.p7/VCF/All_20180418_chr7.vcf.gz
283e8fd15bdef10d3bdd3bd035c5a856  ./GRCh38.p7/VCF/All_20180418_chr8.vcf.gz
e9735943875c173ecaf0e521433d21c0  ./GRCh38.p7/VCF/All_20180418_chr9.vcf.gz
4f696650bbc5b34270a8a9727120a0e3  ./GRCh37.p13/VCF/All_20180423.vcf.gz
</pre>

*Release Notes*

dbSNP human build 151 for both GRCh38.p7 and GRCh37.p13 assemblies is now available.  This build include new submissions from TopMed (https://www.nhlbi.nih.gov/research/resources/nhlbi-precision-medicine-initiative/topmed) and GnomAD (http://gnomad.broadinstitute.org/about) which more than double the number of available dbSNP reference SNP (rs) from 324 million to 660 million.   Allele frequency data are available for more than 500 million rs (see summary below) with most being rare (MAF < =0.001).

Build Summary: 
Total Submitted SNP (ss) - redundant:	1,803,358,848
Total Reference SNP (rs) - non-redundant:	660,773,127
https://github.com/ncbi/dbsnp/tree/master/Build%20Announcements/151
https://www.ncbi.nlm.nih.gov/projects/SNP/snp_summary.cgi

RS Allele Frequency Counts: 
https://github.com/ncbi/dbsnp/tree/master/Build%20Announcements/151#rs-allele-frequency-counts

Entrez Search:
https://www.ncbi.nlm.nih.gov/snp

FTP:
GRCh37.p13:
ftp://ftp.ncbi.nih.gov/snp/organisms/human_9606_b151_GRCh37p13

GRCh38.p7:
ftp://ftp.ncbi.nih.gov/snp/organisms/human_9606_b151_GRCh38p7

Please email mailto:snp-admin@ncbi.nlm.nih.gov for any questions, suggestions, and comments.

Regards,

dbSNP Production Team

_______________________________________________
dbsnp-announce mailing list
http://www.ncbi.nlm.nih.gov/mailman/listinfo/dbsnp-announce
",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 588, 'name': 'Reference Datasets'}","dbSNP Build 152 using the new build system (http://bit.ly/2QaAvz9) with SPDI variant notation (http://bit.ly/2QChDrS) is now available on FTP and the new RefSNP web page.  This release is a small incremental update from dbSNP build 151 and is provided for users to begin testing and integrating the new build products into their workflow.  

 

BUILD SUMMARY

==============

Build 151 (old system) = 660,773,127

Build 152 (new system) = 655,379,774 (live RS with improved clustering – see notes below)

ftp://ftp.ncbi.nlm.nih.gov/snp/redesign/latest_release/release_notes.txt

 

 

RELEASED PRODUCTS

==================

* FTP download in VCF and JSON formats:

      ftp://ftp.ncbi.nih.gov/snp/redesign/latest_release/

* Search by RSID and browse RefSNP content.

      https://www.ncbi.nlm.nih.gov/snp/rs268

 

 

HELP RESOURCES:

===============

VCF FAQ: https://www.ncbi.nlm.nih.gov/variation/docs/snp2_human_variation_vcf/

JSON Spec: https://github.com/ncbi/dbsnp/blob/master/specs/refsnp_specification.yaml

JSON Tutorials: https://github.com/ncbi/dbsnp/tree/master/tutorials

dbSNP RefSNP page: https://ncbiinsights.ncbi.nlm.nih.gov/2017/09/12/ncbi-newly-designed-dbsnp-refsnp-report-alpha/

 

 

RELEASE NOTES:

===============

*  Build 152 include the following changes and improvements from Build 151:

        - RS clustering using SPDI canonical allele notation.

         - NCBI Variant Overprecision Correction that left shift variants in repeated regions and merged RS.  This reduced redundant records and fewer RSIDS in the dataset.

*  dbSNP Entrez search (https://www.ncbi.nlm.nih.gov/snp/) is still based on human Build 151 and will be updated to Build 152 later with new changes to eUtils.   When the migration is completed all current eUtils report formats (RS docsum XML, ASN.1, FASTA, and FLAT text) will be retired.   Only the new eSummary XML report will be supported.  Sample eSummary XML and specs are on available for review on GitHub (https://github.com/ncbi/dbsnp/tree/master/specs).

*  The earlier beta release based on Build 151 is archived here (https://ftp.ncbi.nih.gov/snp/redesign/archive/b151/)

 

The next build 153 with major content updates will be in Q2 2019.

 

Please email snp-admin@ncbi.nlm.nih.gov for any questions and comments.

 

Regards,

 

dbSNP Team",Reference Datasets,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
